screen_name,followers,rt,text 
bigdata,44262,7,b'RT @OReillyAI: .@IraIracohen co\\u2013founder and Chief Data Scientist at @TeamAnodot brings a half\\u2013day tutorial to #OReillyAI in San Jose: Heard\\u2026'
bigdata,44262,2,b'#deeplearning on edge devices \\U0001f4f1 \\U0001f697  Systematically select both quantization precision as well as the order for block\\u2026 https://t.co/PQSGaaGFJZ'
bigdata,44262,0,b'Incline Village in Nevada https://t.co/vUPYNZBRWw'
bigdata,44262,5,"b'\\u201cA data orchestration platform abstracts data access across storage systems, virtualizes all the data, and presents\\u2026 https://t.co/gG3XbzLddt'"
bigdata,44262,5,"b'File under very \\U0001f192  AutoPandas from @ucbrise ""is a program synthesis engine for the Pandas python library. It adopts\\u2026 https://t.co/BdC4iTStm0'"
bigdata,44262,0,"b'Applications of data science and machine learning in financial services, in the US and in China  \\U0001f4fb a conversation w\\u2026 https://t.co/LBHqxdwiLd'"
bigdata,44262,3,"b'File under very \\U0001f192  AutoPandas from @ucbrise ""is a program synthesis engine for the Pandas python library. It adopts\\u2026 https://t.co/5Y0DhuwJzw'"
bigdata,44262,9,"b'RT @DeterminedAI: In his new blog post @yoavz_ introduces search-driven model development, a new paradigm that can reproduce the results fr\\u2026'"
bigdata,44262,7,"b'RT @jamescham: ""21% of survey respondents said they are building or evaluating data lineage solutions...Discussions of data ethics, privacy\\u2026'"
bigdata,44262,17,b'new post \\U0001f4f0 Becoming a machine learning company means investing in foundational technologies #StrataData https://t.co/Jwlg4ZnsYY'
bigdata,44262,0,"b'2/ I also love the philosophy of team @Mobileye, as captured in this paper: The main parameter in the race for auto\\u2026 https://t.co/7wJTM4kxQ8'"
bigdata,44262,1,"b'1/ Good, short profile of Amnon Shashua @Mobileye \\U0001f3ce their team is quietly building tools that will show up in more\\u2026 https://t.co/OZTpwoSGIc'"
bigdata,44262,3,b'Another interesting Apache Pulsar use case in China - involving IoT and 5G https://t.co/E1dwt2TtqS'
bigdata,44262,1,"b'""You have no idea have smart &amp; funny I am in French."" \\U0001f4fa we\'ve been enjoying #HUGEinFrance so it was great to come a\\u2026 https://t.co/xW03BTxloq'"
bigdata,44262,3,"b'2/ ""the performance of Ray is a practical upper bound on the achievable performance by current serverless architect\\u2026 https://t.co/7yFpgPMypc'"
bigdata,44262,5,"b'Two missing links in Serverless Computing \\U0001f195 post from @ucbrise: ""serverless platforms need to support (1) stateful\\u2026 https://t.co/NyVNKm5VpN'"
bigdata,44262,1,"b'Content, explainability and recourse: @ourcanopy is building an impressive next-gen recommendation engine\\n - intera\\u2026 https://t.co/iIR5SeyxW7'"
bigdata,44262,12,b'An Excel file that helps you do an initial evaluation of your ML project and evaluate readiness \\U0001f4ca\\U0001f9fe a great resource\\u2026 https://t.co/EsHIcJd5g3'
bigdata,44262,0,"b'I, Daniel Blake by !en Loach is a great film - I\\u2019m glad I finally watched it \\U0001f3ac https://t.co/tPnVDC3VJd'"
bigdata,44262,4,b'RT @Haoyuan: Supporting 1 Billion files in a file system: https://t.co/3DpXZtFvEb ; Great work by @aaudibert1 !'
bigdata,44262,2,b'Random search and reproducibility for neural architecture search (@atalwalkar of @DeterminedAI &amp; @mldcmu) \\u2192 One of\\u2026 https://t.co/OYvQrk3IvW'
bigdata,44262,9,b'RT @DeterminedAI: Interested in Neural Architecture Search (NAS)? Our co-founder @atalwalkar presented his recent research results demonstr\\u2026'
bigdata,44262,7,b'RT @OReillyAI: Join the future of intelligence engineering at #OReillyAI in San Jose. Save before June 14 with Best Price https://t.co/Uvme\\u2026'
bigdata,44262,5,b'How AI and machine learning are improving customer experience \\U0001f195 post with @mikeloukides https://t.co/4cMVKRbOg6'
bigdata,44262,4,"b'Congratulations to the @ucbrise team  \\U0001f44f  Ray now has 7,000+ Stars \\u2728 https://t.co/2iYrhpbPHZ https://t.co/p6Hhwhs94w'"
bigdata,44262,1,b'Happy Mother\\u2019s Day https://t.co/mgbTmyegRd'
bigdata,44262,4,"b'\\U0001f195  https://t.co/YlNDfebPoc \\u2696\\ufe0f we are a group of friends interested in Ethics in Technology \\u2192 first up, we are putti\\u2026 https://t.co/j0a6utt1bZ'"
bigdata,44262,0,b'@karthikz someone sent me this  ...  I guess there are predictive analytics for the longer format matches  https://t.co/n7JCif4WLU'
bigdata,44262,2,b'Use Explainable Boosting Machines via InterpretML from @MSFTResearch \\u2192 an open-source package for training interpre\\u2026 https://t.co/bA2OahSAUJ'
bigdata,44262,0,b'@karthikz Sounds good'
bigdata,44262,0,b'I know nothing about cricket\\U0001f3cf but I\\u2019m enjoying the documentary series Cricket Fever about the Mumbai Indians. Not k\\u2026 https://t.co/y3roCyA9Hp'
bigdata,44262,2,b'RT @senzing: Just released: @JeffJonas on @OReillyMedia #OReillyDataShow with @BigData. Jeff discusses #Senzing use cases. https://t.co/b9P\\u2026'
bigdata,44262,8,b'RT @OReillyAI: The AI Conference in Beijing is a rare gathering of global AI experts from China and around the world. Sessions in Mandarin\\u2026'
bigdata,44262,1,"b""RT @JeffJonas: The Senzing real-time AI for entity resolution explained on this new O'Reilly podcast! Thanks for the fun interview @bigdata\\u2026"""
bigdata,44262,1,"b'Real-time entity resolution made accessible \\U0001f4fb a conversation with @JeffJonas, founder of Senzing https://t.co/NKGD4KNLI0'"
bigdata,44262,1,b'RT @frlazzeri: My dad is the best!! He is tweeting for me from Italy \\U0001f1ee\\U0001f1f9\\u2764\\ufe0f #MSBuild2019 @andlazz https://t.co/AnjBphxESY'
bigdata,44262,0,b'Your\\U0001f1fa\\U0001f1f8 tax dollars at work  https://t.co/hvBMhcan3l'
bigdata,44262,5,"b'RT @pacoid: My latest report: ""Fifty Years of Data Management and Beyond"", published by @OReillyMedia 2019-04-29 https://t.co/oGPdF2WZ0c (r\\u2026'"
bigdata,44262,6,b'Journey towards selecting Apache Pulsar as a messaging system \\u2192 nice post from @thehut_com https://t.co/rDMxMfK6Jd https://t.co/GA1UykpmfV'
bigdata,44262,1,b'Happy Cinco de Mayo \\U0001f38a from the Mission District in San Francisco https://t.co/Rtcc2vRSvu'
bigdata,44262,12,b'We have many new trainings and tutorials at #OReillyAI in San Jose this coming September - new courses from @l2k of\\u2026 https://t.co/OaQCBHzetA'
bigdata,44262,1,"b'\\U0001f195 survey of AutoML \\u2192 specifically the automation of aspects\\nof an ML pipeline: determining the pipeline shape, sele\\u2026 https://t.co/rO1RQ3bulW'"
bigdata,44262,0,"b'A beautiful sunny \\u2600\\ufe0f day in San Francisco, in front of Amnesia https://t.co/mTVSPbzLUC'"
bigdata,44262,2,b'2/ Here are the slides from the joint #StrataData London by @IraIracohen @TeamAnodot and @arun_kejariwal  https://t.co/ztgkX2UXii'
bigdata,44262,0,"b'Hedge Fund Private Investigators \\u21e2 step 1 = entity resolution, as always https://t.co/kS9PBasxwU https://t.co/w6u2Z2845W'"
bigdata,44262,2,"b'RT @peteskomoroch: Goodbye London, great seeing everyone at #StrataData, thanks @bigdata @cutting @acroll @ginablaber &amp; @strataconf for a g\\u2026'"
bigdata,44262,1,b'RT @WeifengZhong: Thanks for having me at @strataconf in London. Had a lot of fun!! https://t.co/CCRf86yd9l'
bigdata,44262,0,b'Goodbye #London \\U0001f64f see you this coming October at #OReillyAI https://t.co/wJhjj1M1ml'
bigdata,44262,8,"b""That's a wrap \\U0001f38a thanks to everyone who attended #StrataData London this week \\U0001f4f8 here's the official conference photo\\u2026 https://t.co/KdnxwM8VLf"""
bigdata,44262,2,b'RT @pacoid: AWS Trends: @nrouda @awscloud #StrataData standing room only for one of the later talks of the conference. Outstanding https://\\u2026'
bigdata,44262,8,"b'RT @strataconf: ""Are inferences personal data?"" asks @SandraWachter5 @oiioxford @turinginst at #StrataData #privacy #ethics https://t.co/I7\\u2026'"
bigdata,44262,2,b'RT @acroll: The juxtaposition of Michael Tidmarsh and @SandraWachter5 in today\\u2019s #StrataData keynote lineup is not by accident.'
bigdata,44262,6,b'RT @pacoid: The making of #StrataData @bigdata https://t.co/UgHe61kElH'
bigdata,44262,4,b'\\u201cThe data is not the situation ; the map is not the territory.\\u201d @beglen #StrataData London https://t.co/Phja4DheLL'
bigdata,44262,3,"b'Fair, privacy-preserving, and secure ML \\u2192 this was a great talk \\U0001f64c  #StrataData London attendees, speaker\\u2026 https://t.co/6oqIuu8IGv'"
bigdata,44262,0,b'See you at speed networking Thursday morning at 8:15 a.m. #StrataData London https://t.co/IOGdv1Ym7d'
bigdata,44262,9,b'Model serving via Pulsar Functions \\u21e2 slides from the excellent #StrataData London talk by @arun_kejariwal @karthikz https://t.co/p9bBM10rGB'
bigdata,44262,3,b'Holoclean architecture - machine learning for data quality @ihabilyas #StrataData London https://t.co/6cz7dASeyd'
bigdata,44262,4,b'The theory behind Probabilistic Data Cleaning in two slides: @ihabilyas #StrataData London https://t.co/SilMprZhyb'
bigdata,44262,3,b'Happening right now in Capital Suite 14 #StrataData London https://t.co/WwEeHFS4lR'
bigdata,44262,5,b'I got a preview of the #StrataData London talk of @ihabilyas it will be outstanding (2:55 pm today): Data Quality i\\u2026 https://t.co/ANocVwyv8l'
bigdata,44262,2,b'Excellent joint talk by @IraIracohen @TeamAnodot and @arun_kejariwal -  on best practices for using machine learnin\\u2026 https://t.co/8A5O3vLWDX'
bigdata,44262,6,b'Live at #StrataData London : @honnibal cocreator of spaCy! #nlproc https://t.co/012CLcbP0y'
bigdata,44262,1,b'RT @parisba: I feel like the inclusion of James Burke in the keynote lineup makes our session even more relevant! #StrataData \\U0001f596\\U0001f447 https://t.\\u2026'
bigdata,44262,3,b'RT @peteskomoroch: Nice plug from @bigdata for my #StrataData Exec Briefing on Managing ML projects later today at 12pm in Capital Suite 13\\u2026'
bigdata,44262,1,"b""RT @egwada: #StrataData J'y suis ! 2 jours \\xe0 \\xe9changer sur la donn\\xe9e ! Premi\\xe8re fois \\xe0 Strata Data Conference avec @strataconf et @cloudera\\u2026"""
bigdata,44262,7,"b'#StrataData London attendees, you should take up @peteskomoroch on his offer to chat, he doesn\\u2019t come to London oft\\u2026 https://t.co/Dr33LSQTOc'"
bigdata,44262,4,b'RT @peteskomoroch: I\\u2019ll be in London this week to speak at #StrataData. Come by my talk tomorrow or reach out if you want to catch up: http\\u2026'
bigdata,44262,6,"b""RT @jessetanderson: I'll be speaking tomorrow at #StrataData London on Creating a Data Engineering Culture. See what's missing from your or\\u2026"""
bigdata,44262,20,"b'RT @Graphistry: Graphistry is excited to share the big 2.0! Early users are visually mapping attacks, blockchain fraud, human trafficking,\\u2026'"
bigdata,44262,1,b'Another great evening with @pacoid @derwen_ai tasting ciders #StrataData London https://t.co/ZI5RP3k0OA'
bigdata,44262,4,b'RT @mf_viz: Getting excited to talk about visualizing concepts this week at #stratadata (@strataconf)! https://t.co/n9FkrgjAwF'
bigdata,44262,1,"b'RT @faculty_ai: Recent advances in #deeplearning and computer vision make it possible to manipulate #video. Our data scientist, Alex Adam,\\u2026'"
bigdata,44262,7,b'RT @frlazzeri: London is full of beautiful little bits! \\u2728So happy to be here to teach 2 tutorials at #StrataData: \\n1. Deployment of times s\\u2026'
bigdata,44262,2,"b'#StrataData London training day is off to a good start, hanging out in the class by @jessetanderson\\u2026 https://t.co/oaXN68SddO'"
bigdata,44262,0,b'I had not heard of @PostSecret until seeing this wonderful segment from @CBSSunday \\U0001f44f\\xa0 https://t.co/xgWl0pozux'
bigdata,44262,2,b'Making the Future: see James Burke in person at #StrataData London on May 1st (He asks whether we can use big data\\u2026 https://t.co/tE5IHMCGwc'
bigdata,44262,1,b'More Capybara https://t.co/uwgqb1ueRp'
bigdata,44262,0,b'Typo ... @HandOfGloryPub in Hackney'
bigdata,44262,0,b'Capybara over @HanfOfGloryPub https://t.co/bjJwUeIxGE'
bigdata,44262,0,b'Analysis of mobility patterns of highly-educated citizens in the U.S. \\U0001f685 https://t.co/D7ZmEhgTYf https://t.co/QhIqeKMREd'
bigdata,44262,0,b'Final morning in the Haggerston area \\U0001f6f6 #StrataData London starts tomorrow https://t.co/t8Gi9GQ5QK'
bigdata,44262,2,b'Why companies are in need of data lineage solutions  \\U0001f4fb a conversation with Neelesh Salian @stitchfix \\u21e2 he will be s\\u2026 https://t.co/rwzUqkgnrv'
bigdata,44262,1,b'How Wikipedia cuts down privacy issues while keeping data fit \\U0001f50f Marcel Ruiz Forns @Wikimedia covers the challenge o\\u2026 https://t.co/E8yT2Pw38R'
bigdata,44262,0,b'Read this Thread on @YouTube RecSys: https://t.co/yipngpp1R6'
bigdata,44262,1,b'Delta Lake explained \\u2192 short talk by @michaelarmbrust of @databricks on this new and exciting open-source storage l\\u2026 https://t.co/ttHJ6ihIhU'
bigdata,44262,0,"b'The @NHM_London was packed, we made our way back to the East End of London https://t.co/B3w2YR9znO'"
bigdata,44262,1,b'Fraud detection at a financial institution using unsupervised learning and text mining \\U0001f4c8 David Dogon @VLKcorporate\\u2026 https://t.co/AeexsDtrhz'
bigdata,44262,14,"b""RT @erinjerri: Our @O'ReillyMedia @CreatingARVR book anthology\\u200b ranked #2 as 10 Best New #VirtualReality Books to Read 2019 by @BookAuthori\\u2026"""
bigdata,44262,3,"b'Spotted in London, also true in San Francisco and ... everywhere https://t.co/MQNDQV6rfH'"
bigdata,44262,0,"b'Sunny and perfect temperature for strolling around Stamford Hill, Abney Park, and Stoke Newington Church Street in\\u2026 https://t.co/6l2GUQjYO0'"
bigdata,44262,2,"b'Why seeing should not always be believing \\U0001f3a5an overview of methods for generating synthetic video, starting with sim\\u2026 https://t.co/JjlBbTpBld'"
bigdata,44262,0,b'@RayWaterman #StrataData is next week https://t.co/Bpsg3VlXLs'
bigdata,44262,0,"b'Filipino food, Hoxton Street Area in London https://t.co/sKoIB7eBIT'"
bigdata,44262,0,b'We stumbled upon #Remain supporters in front of Westminster https://t.co/6aohLxi0fb'
bigdata,44262,0,b'Why companies are in need of data lineage solutions \\U0001f4fb a conversation with Neelesh Salian @stitchfix \\u21e2 he will be sp\\u2026 https://t.co/hZKMnDMvfq'
bigdata,44262,0,b'Dear London designers \\U0001f64c @faculty_ai is a great team working on super interesting projects https://t.co/xdy4pYuLJq'
bigdata,44262,0,b'The Asset Strippers @Tate Britain https://t.co/JIWfeVbhEp'
bigdata,44262,0,b'Thank you @teamlewisglobal for hosting us today! https://t.co/tVieanjZ5h'
bigdata,44262,2,b'Visually communicating statistical and machine learning methods \\U0001f4ca@mf_viz @UW_iSchool details a process for designin\\u2026 https://t.co/19peepkCs4'
bigdata,44262,2,b'Introducing the Delta Lake: an open-source storage layer that brings ACID transactions to Apache Spark and big data\\u2026 https://t.co/Ikibi4mnEC'
bigdata,44262,0,b'More London street art https://t.co/SGKNbysAGd'
bigdata,44262,0,"b'[Think twice, though, before using your just-washed hands to turn off the faucet. \\u201cThat\\u2019s probably the dirtiest pla\\u2026 https://t.co/KyYs5CHKmd'"
bigdata,44262,0,"b'""Russia, if you\'re listening ...."" https://t.co/SYaH2Yo4uN'"
bigdata,44262,5,b'.@JuliaAngwin is the reason many of us were excited about the Markup -  the exodus of editors to @MarkupReal  follo\\u2026 https://t.co/9z9Zzn6Kcz'
bigdata,44262,0,b'Your 10 billion rides are arriving now \\U0001f695Felix Cheung on how @Uber is building its data platform with Apache Spark a\\u2026 https://t.co/TU41IvA2rM'
bigdata,44262,0,b'New sightings in the Shoreditch area of London \\U0001f51c see you next week at #StrataData https://t.co/sCnRdrq0jW'
bigdata,44262,10,b'RT @strataconf: #StrataData London is almost here! Attend for just \\xa3149 with the Expo Plus pass\\u2014includes access to innovative data exhibito\\u2026'
bigdata,44262,0,b'This is terrible news: https://t.co/IUv9FKMdrD'
bigdata,44262,2,b'London \\U0001f51c #StrataData is next week https://t.co/2hx6vOEjsU'
bigdata,44262,1,b'Good interview @NewYorkerRadio conversation with @PeteButtigieg https://t.co/n0NztJCq8x'
bigdata,44262,1,"b'\\U0001f4b8\\U0001f4b0  ""SoftBank Founder Masayoshi Son Lost $130 Million on Bitcoin"" https://t.co/sQLLbsQNnU'"
bigdata,44262,7,b'Solving data cleaning and unification using human-guided machine learning: @ihabilyas of @UWaterloo &amp; \\n@Tamr_Inc on\\u2026 https://t.co/RLK8jq93eH'
bigdata,44262,1,b'Recommending and searching at Spotify \\U0001f3a7 @mounialalmas Research Director and head of tech research in personalizatio\\u2026 https://t.co/I9xRJEXlNR'
bigdata,44262,2,"b'A survey of text classification algorithms from @UVA \\U0001f4f0 ""existing text classification algorithms work more efficient\\u2026 https://t.co/LhJQQPKuwK'"
bigdata,44262,1,b'I just stumbled upon this great conversation between close friends \\U0001f4fb Olivia Colman and David Tennant on\\u2026 https://t.co/Gy9HQxI5dX'
bigdata,44262,0,"b'Even if the glove fits, you still must acquit. https://t.co/ZPhSGuhzA3'"
bigdata,44262,0,b'Good thread https://t.co/LSO4ahsxyE'
bigdata,44262,1,b'#420day https://t.co/kmplOw3ulq'
bigdata,44262,2,b'I\\u2019m back in SF \\U0001f5fd See you back in NYC this September for #StrataData https://t.co/wBw6TFfO4v'
bigdata,44262,9,"b""RT @TensorFlowWorld: There's still time to be a part of the only conference that brings together the whole #TensorFlow community. Apply to\\u2026"""
bigdata,44262,3,"b""That's a wrap \\U0001f64f to everyone who attended another outstanding #TheAIconf in NYC  \\U0001f4f8  here is the official conference\\u2026 https://t.co/dT8ZCkuUlr"""
bigdata,44262,2,b'RT @weehyong: Thank you to all the attendees who spent 2 days with us at the @OReillyAI #AI conference. Thank you to @frlazzeri @KrishnaAnu\\u2026'
bigdata,44262,1,b'A great talk by @evanrsparks is happening right now at #TheAIconf NYC https://t.co/wBLh5nt70z'
bigdata,44262,3,"b""Risk-free deep learning without sacrificing performance \\U0001f44fif you're at #TheAIconf NYC you may want swing by this ses\\u2026 https://t.co/nYZCEOOULs"""
bigdata,44262,9,"b'.@HazyResearch on the importance on building tools for weak supervision, and the creation of training data\\u2026 https://t.co/DHhq10Y64o'"
bigdata,44262,2,"b'See you early Thursday morning at #TheAIconf NYC \\U0001f557 first up is speed networking, followed by a keynote from\\u2026 https://t.co/z82bVEPKEe'"
bigdata,44262,1,b'AI and the robotics revolution: Great keynote this@morning by Martial Hebert @CMU_Robotics this morning at\\u2026 https://t.co/v6kOZceXs0'
bigdata,44262,1,b'Backstage with @TonyJebara Director of #MachineLearning @Netflix - personalization is a great use case for reinforc\\u2026 https://t.co/E6YniFido4'
bigdata,44262,7,"b""RT @danielleodean: some of the links I'll mention in today's keynote #TheAIConf about Automated ML on Azure: link 1 https://t.co/IY0oT8pHod"""
bigdata,44262,0,"b'Great conversation with several #TheAIconf NYC speakers at dinner this evening, including with Martial Hebert\\u2026 https://t.co/mILR032Zmw'"
bigdata,44262,6,b'Building reinforcement learning models and AI applications with Ray :  I got a sneak peak of the brand new tutorial\\u2026 https://t.co/RFyucQZ82s'
bigdata,44262,5,b'#TheAIconf NYC dine-around is tonight \\U0001f37d sign up board is in front of Sutton North https://t.co/j6PbQTNvWk'
bigdata,44262,0,"b'TODO list for Today \\U0001f5d3the Call for Speakers for the second #TheAIconf in London \\U0001f1ec\\U0001f1e7closes Today, April 16th https://t.co/n0Nqswgo6Z'"
bigdata,44262,3,"b'Monday morning in NYC, looking forward to the first day of training at #TheAIconf https://t.co/LuYUQiUNnZ'"
bigdata,44262,0,b'Automatic Concept Learning \\U0001f195 talk at #TheAIconf NYC (April 17th) \\U0001f44f Haizi Yu of @IllinoisCS describes a new framewor\\u2026 https://t.co/xb013c9Sff'
bigdata,44262,3,b'What data scientists and data engineers can do with current generation serverless technologies \\U0001f4fb a conversation wit\\u2026 https://t.co/kpc1uBdEbX'
bigdata,44262,1,"b'""By this measure at least, America\\u2019s tax system is in fact fairly progressive. It does roughly as much to reduce in\\u2026 https://t.co/D0Tf0Yw9rU'"
bigdata,44262,3,b'Reducing Bias in Bios without Access to Protected Attributes \\U0001f52c a method for reducing bias in machine learning class\\u2026 https://t.co/JRaNRXpph1'
bigdata,44262,1,b'Adversarial machine learning in digital forensics \\U0001f6e1@alinamatyukhina @cic_unb investigates the feasibility of decept\\u2026 https://t.co/DqTxC1ZXyY'
bigdata,44262,7,"b""RT @faculty_ai: Are you interested in working in #datascience? Our September fellowship programme is now open for applications. If you're a\\u2026"""
bigdata,44262,0,"b'Applied machine learning in finance \\U0001f4c8@ccherukuri1 @Bloomberg discusses ML techniques in quantitative finance, cover\\u2026 https://t.co/my3Sdgjjb1'"
bigdata,44262,5,b'Weekend TODO \\U0001f5d3the Call for Speakers for the second #TheAIconf in London \\U0001f1ec\\U0001f1e7closes on April 16th https://t.co/n0Nqswgo6Z'
bigdata,44262,0,"b'#Nlproc,  text classification, and security \\U0001f4d6 A general framework for generating adversarial examples for discrete\\u2026 https://t.co/gCBvyvwHpR'"
bigdata,44262,1,b'RT @Haoyuan: Great article from @ChinaUnicomGlob (300M Subscribers!) engineers on using @ApacheSpark &amp; @Alluxio building new computing plat\\u2026'
bigdata,44262,2,b'What data scientists and data engineers can do with current generation serverless technologies \\U0001f4fb a conversation wit\\u2026 https://t.co/Dz5uf97InE'
bigdata,44262,1,b'How we give superpowers to  social curators \\U0001f4f0@luciferxavier and @SwaraKantaria of @BuzzFeed will describe their cur\\u2026 https://t.co/tuIzQOVLin'
bigdata,44262,2,"b'A year into GDPR, join us at #StrataData London\\U0001f1ec\\U0001f1e7where we have a strong slate of instructors &amp; speakers on security\\u2026 https://t.co/JRloZgY7NH'"
bigdata,44262,6,"b'Cross-validation is not enough: good essay by Emmanuel Candes, John Duchi, Chiara Sabatti @Stanford on the 2018 ess\\u2026 https://t.co/aH6pKu66oD'"
bigdata,44262,0,"b'The future of remote collaboration, introducing @get_wisp  https://t.co/rL46eB9qWP'"
bigdata,44262,0,"b'Privacy and data analysis: good Simons Institute panel featuring Bin Yu, John Duchi, @ergodicwalk, Thomas Steinke,\\u2026 https://t.co/v34STMmeVl'"
bigdata,44262,7,b'Fraud detection without feature engineering \\U0001f4ca@pam_vagata explains how @Stripe has applied deep learning techniques\\u2026 https://t.co/0zSFAQMOQi'
bigdata,44262,0,b'@fhueske @vkalavri @ApacheFlink That\\u2019s a wrap \\U0001f4da Congratulations \\U0001f388'
bigdata,44262,11,b'Privacy-preserving machine learning in TensorFlow with TF Encrypted \\U0001f510 @mortendahlcs @dropoutlabsai will be speaking\\u2026 https://t.co/i2TwlNle1R'
bigdata,44262,2,"b'We have a strong slate of tutorials and sessions on #NLProc, text analysis, and new #deeplearning based language mo\\u2026 https://t.co/EWJuayRflF'"
bigdata,44262,11,"b'RT @TheAIConf: Be a part of the program at #TheAIConf in London, 14\\u201317 Oct. The CFP is now open\\u2014apply to speak by 16 Apr. https://t.co/ZBaT\\u2026'"
bigdata,44262,2,b'Deep learning for third-party risk identification and evaluation \\U0001f9ee@yzvyagelskaya and Victor Llorente of @DowJones w\\u2026 https://t.co/MI0E3fx7Az'
bigdata,44262,2,b'RT @Alluxio: Enabling Hyper-scale Data Workloads in the Cloud from @DZone: https://t.co/sB66SwEd9c. Read about new features such as support\\u2026'
bigdata,44262,4,b'Forecasting financial time series with deep learning \\U0001f4c8we opened up more slots for this popular 2-day training at\\u2026 https://t.co/Rd8yzZr3f6'
bigdata,44262,1,b'Why managing machines is harder than you think  \\U0001f5a5 @peteskomoroch @Workday is making a rare trip to London\\U0001f1ec\\U0001f1e7 to spea\\u2026 https://t.co/RrZt0vdxAd'
bigdata,44262,1,b'A survey of adversarial attacks and defenses on deep neural networks in text (in the context of text classification\\u2026 https://t.co/v6Uq7Kkr11'
bigdata,44262,2,"b'AI and the robotics revolution: Martial Hebert, Director @CMU_Robotics will give an overview at #TheAIconf NYC on A\\u2026 https://t.co/rU7ag6qwj1'"
bigdata,44262,0,b'Javanka explained \\U0001f4fb great conversation between @VickyPJWard and @page88  https://t.co/Z5ZANhB6Mj'
bigdata,44262,1,"b""RT @CivisAnalytics: We're still glowing from last week's win at @strataconf's #StrataData awards for the Harvey Data Project with @HoustonH\\u2026"""
bigdata,44262,0,b'\\U0001f195 from @MIT_CSAIL @DeepMindAI and MIT-IBM Watson AI Lab: NS-CL learns by looking at images and reading paired quest\\u2026 https://t.co/QOr7mfvo0z'
bigdata,44262,2,"b'RT @frlazzeri: This is one of the many reasons why I love my team @Microsoft - We have the same goals and, most importantly, we support and\\u2026'"
bigdata,44262,1,b'Is AI human-ready? @aleks_madry @MIT_CSAIL on the major roadblocks that prevent current AI frameworks from having a\\u2026 https://t.co/vb9FiLVdcq'
bigdata,44262,0,b'Weekend TODO \\U0001f5d3the Call for Speakers for the second #TheAIconf in London \\U0001f1ec\\U0001f1e7closes on April 16th https://t.co/n0Nqswgo6Z'
bigdata,44262,0,"b""Machine Learning @Twitter - a  deep dive into Twitter's timeline \\U0001f64c @cibelemh @satanjeev will be speaking at\\u2026 https://t.co/wbaw8sSNyY"""
bigdata,44262,4,"b'RT @pwendell: Databricks ML Runtime is officially GA today! Use scikit-learn, XGBoost, TensorFlow, PyTorch, Keras, and Horovod fully manage\\u2026'"
bigdata,44262,2,b'RT @JohnSnowLabs: #JohnSnowLabs\\u2019 #SparkNLP wins \\u201cMost Significant #OpenSource Project\\u201d at the #StrataData Awards. #AI #Python #datascience\\u2026'
bigdata,44262,2,b'Informed machine learning \\u21e2 new survey paper from @FraunhoferHHI describes the idea of explicitly integrating addit\\u2026 https://t.co/hXUN7TFUCl'
bigdata,44262,1,"b'""Russia, if you\'re watching""  \\U0001f4fa\\xa0https://t.co/cF85ckIAdL'"
bigdata,44262,2,b'The unreasonable effectiveness of structure \\u21e2 @lgetoor of @UCSC_BSOE is speaking at #TheAIconf NYC in a few weeks\\u2026 https://t.co/sQfzBquinY'
bigdata,44262,44,b'RT @deliprao: I am humbled and inspired that our #nlproc book is recommended by the #CS224N curriculum taught by @chrmanning and @abigail_e\\u2026'
bigdata,44262,4,b'Specialized tools for machine learning development and model governance \\U0001f4ca why companies are turning to specialized\\u2026 https://t.co/8tKqNkSmNb'
bigdata,44262,1,b'Random search and reproducibility for neural architecture search \\U0001f399@atalwalkar of @mldcmu @DeterminedAI will be spea\\u2026 https://t.co/ByjngWXVxr'
bigdata,44262,12,b'RT @IntelSoftware: Mark your calendars: @TheAIConf is right around the corner from April 15-18. Get the details in this episode of AI News.\\u2026'
bigdata,44262,6,b'Deep reinforcement learning in the wild \\u21e2 Sanjay Krishnan of @UChicagoCS will be speaking at #TheAIconf NYC in a fe\\u2026 https://t.co/fEG2V4UwE0'
bigdata,44262,1,b'I\\u2019m reading this good @WIRED piece on robocalls and I\\u2019ve already received a couple of such calls ... I haven\\u2019t even\\u2026 https://t.co/M4rAa1eBUN'
bigdata,44262,44,b'RT @deliprao: This is why we wrote our #nlproc book using barebones PyTorch with good software engineering practices. We were tired of seei\\u2026'
bigdata,44262,3,b'You created a machine learning application. Now make sure it\\u2019s secure \\U0001f510 a recent post with @mikeloukides \\u21e2 see you\\u2026 https://t.co/FnfQmNLrww'
bigdata,44262,0,b'Got a chance to watch #TheGreatLeap by @laurendyee starring @BD_WONG @ACTSanFrancisco \\U0001f44f\\U0001f44f I noticed its run ends soo\\u2026 https://t.co/5fqIJ1mdPR'
bigdata,44262,0,"b'Exposing Large-scale corruption is always a good thing, and this should just about guarantee that the movie (docume\\u2026 https://t.co/QVgJTOLpL6'"
bigdata,44262,8,b'Why the machine learning community needs to collaborate with researchers in other disciplines \\U0001f4fb  a conversation wit\\u2026 https://t.co/zZCg67Vo2C'
bigdata,44262,3,b'RT @slangenfeld: .@bigdata shares survey info from #StrataData attendees. 31% of respondents are currently building or evaluating a data ca\\u2026'
bigdata,44262,4,b'Congratulations to #StrataData SF award winners \\U0001f3c6\\U0001f3c6\\U0001f3c6\\xa0 @CivisAnalytics @okerainc @sigmacomputing and @JohnSnowLabs (\\u2026 https://t.co/9fRUTH3oDY'
